X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
1	1	19134	148594	22	42	10	231	ChrX	R2	1
2	2	159442	296550	17	31	7	136	ChrX	R2	1
3	3	303838	448963	23	35	6	253	ChrX	R2	1
4	4	457152	581237	29	51	11	406	ChrX	R2	1
5	5	605185	748877	30	36	3	435	ChrX	R2	1
6	6	762483	896752	39	59	10	741	ChrX	R2	1
7	7	919463	946478	4	4	0	6	ChrX	R2	1
8	8	1070273	1197791	15	15	0	105	ChrX	R2	1
9	9	1215495	1323216	32	32	0	496	ChrX	R2	1
10	10	1366263	1496957	12	12	0	66	ChrX	R2	1
11	11	1506388	1628372	16	30	7	120	ChrX	R2	1
12	12	1662273	1797816	15	17	1	105	ChrX	R2	1
13	13	1811301	1947081	29	33	2	406	ChrX	R2	1
14	14	1956258	2079101	19	31	6	171	ChrX	R2	1
15	15	2102546	2240151	43	89	23	903	ChrX	R2	2
16	16	2250611	2375593	13	15	1	78	ChrX	R2	1
17	17	2400113	2499654	14	16	1	91	ChrX	R2	1
18	18	2557113	2696878	16	22	3	120	ChrX	R2	1
19	19	2701244	2813143	8	10	1	28	ChrX	R2	1
20	20	2852972	2996279	23	25	1	253	ChrX	R2	1
21	21	3001008	3139722	18	24	3	153	ChrX	R2	1
22	22	3155874	3282607	8	8	0	28	ChrX	R2	1
23	23	3374154	3446712	10	12	1	45	ChrX	R2	1
24	24	3453582	3587660	14	16	1	91	ChrX	R2	1
25	25	3601069	3733937	24	26	1	276	ChrX	R2	1
26	26	3752072	3888949	21	27	3	210	ChrX	R2	1
27	27	3907986	4018359	15	25	5	105	ChrX	R2	1
28	28	4067185	4196448	26	38	6	325	ChrX	R2	1
29	29	4203598	4335545	29	35	3	406	ChrX	R2	1
30	30	4355171	4491256	24	32	4	276	ChrX	R2	1
31	31	4501041	4639272	25	31	3	300	ChrX	R2	1
32	32	4660267	4790394	14	14	0	91	ChrX	R2	1
33	33	4846029	4943526	9	9	0	36	ChrX	R2	1
34	34	4950179	5096455	31	45	7	465	ChrX	R2	1
35	35	5101444	5234055	16	18	1	120	ChrX	R2	1
36	36	5250337	5392026	28	46	9	378	ChrX	R2	1
37	37	5401462	5543177	18	18	0	153	ChrX	R2	1
38	38	5551135	5698484	24	26	1	276	ChrX	R2	1
39	39	5700276	5841757	25	33	4	300	ChrX	R2	1
40	40	5851149	5896940	6	6	0	15	ChrX	R2	1
41	41	6008554	6121317	11	11	0	55	ChrX	R2	1
42	42	6164609	6295307	19	25	3	171	ChrX	R2	1
43	43	6300328	6449816	20	26	3	190	ChrX	R2	1
44	44	6450377	6597242	23	27	2	253	ChrX	R2	1
45	45	6609597	6732358	15	21	3	105	ChrX	R2	1
46	46	6751501	6898057	23	29	3	253	ChrX	R2	1
47	47	6907287	7037755	19	21	1	171	ChrX	R2	1
48	48	7066521	7197723	13	17	2	78	ChrX	R2	1
49	49	7201338	7343839	25	29	2	300	ChrX	R2	1
50	50	7354050	7492184	18	18	0	153	ChrX	R2	1
51	51	7630959	7646657	3	3	0	3	ChrX	R2	1
52	52	7658336	7795356	24	36	6	276	ChrX	R2	1
53	53	7828605	7948867	17	31	7	136	ChrX	R2	1
54	54	7950649	8097560	23	27	2	253	ChrX	R2	1
55	55	8109109	8226906	13	15	1	78	ChrX	R2	1
56	56	8259747	8393688	18	28	5	153	ChrX	R2	1
57	57	8402345	8540088	19	27	4	171	ChrX	R2	1
58	58	8550655	8681274	11	13	1	55	ChrX	R2	1
59	59	8713924	8847528	18	92	37	153	ChrX	R2	2
60	60	8859791	8999800	16	50	17	120	ChrX	R2	2
61	61	9018524	9143483	12	18	3	66	ChrX	R2	1
62	62	9163227	9296154	12	22	5	66	ChrX	R2	1
63	63	9300459	9447544	7	7	0	21	ChrX	R2	1
64	64	9574867	9595738	5	9	2	10	ChrX	R2	1
65	65	9605085	9711208	15	59	22	105	ChrX	R2	2
66	66	9751818	9898836	28	176	74	378	ChrX	R2	2
67	67	9903191	10047433	46	546	250	1035	ChrX	R2	2
68	68	10063432	10191871	18	52	17	153	ChrX	R2	2
69	69	10216107	10216107	1	1	0	0	ChrX	R2	1
70	70	10378729	10387135	3	3	0	3	ChrX	R2	1
71	71	10507096	10633131	17	25	4	136	ChrX	R2	1
72	72	10677883	10780803	9	11	1	36	ChrX	R2	1
73	73	10843883	10943481	13	15	1	78	ChrX	R2	1
74	74	10970805	11079509	15	71	28	105	ChrX	R2	2
75	75	11109269	11244110	15	17	1	105	ChrX	R2	1
76	76	11250775	11391916	18	28	5	153	ChrX	R2	1
77	77	11425600	11546055	25	95	35	300	ChrX	R2	2
78	78	11554031	11687064	9	9	0	36	ChrX	R2	1
79	79	11798012	11825181	2	2	0	1	ChrX	R2	1
80	80	11877309	11998535	6	6	0	15	ChrX	R2	1
81	81	12038014	12137654	7	9	1	21	ChrX	R2	1
82	82	12238500	12295105	3	3	0	3	ChrX	R2	1
83	83	12348709	12433245	3	3	0	3	ChrX	R2	1
84	84	12541338	12588479	4	4	0	6	ChrX	R2	1
85	85	12665241	12746829	6	10	2	15	ChrX	R2	1
86	86	12763381	12888793	11	11	0	55	ChrX	R2	1
87	87	12911489	13023804	10	12	1	45	ChrX	R2	1
88	88	13140595	13186145	7	7	0	21	ChrX	R2	1
89	89	13207657	13330407	11	11	0	55	ChrX	R2	1
90	90	13369604	13494532	7	7	0	21	ChrX	R2	1
91	91	13506136	13558036	4	4	0	6	ChrX	R2	1
92	92	13741580	13768499	3	3	0	3	ChrX	R2	1
93	93	13817905	13936091	10	12	1	45	ChrX	R2	1
94	94	13982333	14068723	12	12	0	66	ChrX	R2	1
95	95	14116480	14239248	12	24	6	66	ChrX	R2	1
96	96	14267980	14388437	10	32	11	45	ChrX	R2	2
97	97	14406348	14533053	31	71	20	465	ChrX	R2	2
98	98	14553867	14691654	31	311	140	465	ChrX	R2	2
99	99	14701235	14848128	17	39	11	136	ChrX	R2	2
100	100	14863173	14999123	12	20	4	66	ChrX	R2	1
101	101	15006613	15138228	5	5	0	10	ChrX	R2	1
102	102	15173508	15297554	11	25	7	55	ChrX	R2	1
103	103	15301903	15448066	7	9	1	21	ChrX	R2	1
104	104	15450049	15598365	14	28	7	91	ChrX	R2	1
105	105	15618660	15730193	19	111	46	171	ChrX	R2	2
106	106	15752022	15898560	16	128	56	120	ChrX	R2	2
107	107	15901019	16042600	25	185	80	300	ChrX	R2	2
108	108	16054987	16195979	30	130	50	435	ChrX	R2	2
109	109	16218533	16344672	13	37	12	78	ChrX	R2	2
110	110	16379282	16497507	17	23	3	136	ChrX	R2	1
111	111	16501890	16647083	14	30	8	91	ChrX	R2	1
112	112	16650115	16767726	17	41	12	136	ChrX	R2	2
113	113	16814348	16931572	26	70	22	325	ChrX	R2	2
114	114	16954952	17087783	22	156	67	231	ChrX	R2	2
115	115	17100693	17235019	23	123	50	253	ChrX	R2	2
116	116	17252506	17396956	10	52	21	45	ChrX	R2	2
117	117	17404333	17547653	18	34	8	153	ChrX	R2	1
118	118	17558040	17693209	15	73	29	105	ChrX	R2	2
119	119	17710706	17849124	13	25	6	78	ChrX	R2	1
120	120	17856173	17997403	24	216	96	276	ChrX	R2	2
121	121	18005912	18148027	22	114	46	231	ChrX	R2	2
122	122	18159268	18282739	17	61	22	136	ChrX	R2	2
123	123	18317165	18442092	15	37	11	105	ChrX	R2	2
124	124	18453355	18592590	24	32	4	276	ChrX	R2	1
125	125	18601207	18745518	20	56	18	190	ChrX	R2	2
126	126	18752705	18892408	31	127	48	465	ChrX	R2	2
127	127	18906834	19046121	32	148	58	496	ChrX	R2	2
128	128	19050485	19199784	28	58	15	378	ChrX	R2	2
129	129	19207133	19344613	17	47	15	136	ChrX	R2	2
130	130	19399887	19499764	13	15	1	78	ChrX	R2	1
131	131	19502048	19648317	30	142	56	435	ChrX	R2	2
132	132	19650397	19793054	33	211	89	528	ChrX	R2	2
133	133	19805373	19933340	18	34	8	153	ChrX	R2	1
134	134	19991461	20099194	21	57	18	210	ChrX	R2	2
135	135	20120225	20199397	10	22	6	45	ChrX	R2	1
136	136	20315489	20396234	16	30	7	120	ChrX	R2	1
137	137	20403434	20547314	24	166	71	276	ChrX	R2	2
138	138	20554307	20699549	20	42	11	190	ChrX	R2	2
139	139	20718505	20847723	18	50	16	153	ChrX	R2	2
