X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
1	1	8477	132447	21	29	4	210	Chr1	R2	1
2	2	153139	297475	45	143	49	990	Chr1	R2	2
3	3	304175	446264	42	196	77	861	Chr1	R2	2
4	4	457341	598166	37	175	69	666	Chr1	R2	2
5	5	609153	744711	58	190	66	1653	Chr1	R2	2
6	6	750739	888375	41	51	5	820	Chr1	R2	1
7	7	903826	1046897	49	207	79	1176	Chr1	R2	2
8	8	1050589	1196127	40	92	26	780	Chr1	R2	2
9	9	1208056	1341900	26	40	7	325	Chr1	R2	1
10	10	1356454	1499458	31	39	4	465	Chr1	R2	1
11	11	1500090	1640444	13	17	2	78	Chr1	R2	1
12	12	1650955	1798911	26	40	7	325	Chr1	R2	1
13	13	1806023	1949588	25	43	9	300	Chr1	R2	1
14	14	1954739	2088578	37	61	12	666	Chr1	R2	1
15	15	2109756	2249300	27	37	5	351	Chr1	R2	1
16	16	2252625	2393280	20	24	2	190	Chr1	R2	1
17	17	2402903	2546512	23	23	0	253	Chr1	R2	1
18	18	2559795	2688222	22	42	10	231	Chr1	R2	1
19	19	2703324	2847668	22	40	9	231	Chr1	R2	1
20	20	2850724	2999367	39	57	9	741	Chr1	R2	1
21	21	3000955	3143534	14	16	1	91	Chr1	R2	1
22	22	3158807	3297617	29	41	6	406	Chr1	R2	1
23	23	3303020	3447737	26	26	0	325	Chr1	R2	1
24	24	3459533	3571816	20	22	1	190	Chr1	R2	1
25	25	3612316	3742126	15	21	3	105	Chr1	R2	1
26	26	3767490	3895848	22	24	1	231	Chr1	R2	1
27	27	3918358	4040230	27	29	1	351	Chr1	R2	1
28	28	4056428	4199079	34	46	6	561	Chr1	R2	1
29	29	4203101	4337890	35	55	10	595	Chr1	R2	1
30	30	4350162	4495951	28	48	10	378	Chr1	R2	1
31	31	4500258	4648658	18	28	5	153	Chr1	R2	1
32	32	4651732	4778794	25	37	6	300	Chr1	R2	1
33	33	4802957	4949967	23	39	8	253	Chr1	R2	1
34	34	4952554	5085620	23	29	3	253	Chr1	R2	1
35	35	5119824	5248991	20	24	2	190	Chr1	R2	1
36	36	5262393	5393013	36	44	4	630	Chr1	R2	1
37	37	5403124	5542781	21	25	2	210	Chr1	R2	1
38	38	5551047	5696953	25	31	3	300	Chr1	R2	1
39	39	5703583	5847226	29	83	27	406	Chr1	R2	2
40	40	5854320	5978884	32	54	11	496	Chr1	R2	1
41	41	6002846	6144291	24	82	29	276	Chr1	R2	2
42	42	6158174	6295794	33	77	22	528	Chr1	R2	2
43	43	6348886	6445145	8	8	0	28	Chr1	R2	1
44	44	6464942	6538262	7	7	0	21	Chr1	R2	1
