X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
1	1	7471	149445	45	347	151	990	Chr5	R1	2
2	2	153739	299237	34	174	70	561	Chr5	R1	2
3	3	302999	449731	53	757	352	1378	Chr5	R1	2
4	4	450685	599726	47	351	152	1081	Chr5	R1	2
5	5	604955	735165	14	46	16	91	Chr5	R1	2
6	6	750122	896674	36	146	55	630	Chr5	R1	2
7	7	921504	1046219	33	93	30	528	Chr5	R1	2
8	8	1056148	1194057	33	41	4	528	Chr5	R1	1
9	9	1202234	1343256	29	45	8	406	Chr5	R1	1
10	10	1353019	1493362	32	50	9	496	Chr5	R1	1
11	11	1533605	1645079	16	16	0	120	Chr5	R1	1
12	12	1670454	1799312	12	12	0	66	Chr5	R1	1
13	13	1813398	1929240	20	30	5	190	Chr5	R1	1
14	14	1954526	2088156	27	39	6	351	Chr5	R1	1
15	15	2104927	2218103	17	23	3	136	Chr5	R1	1
16	16	2335733	2399236	6	6	0	15	Chr5	R1	1
17	17	2405700	2544083	32	64	16	496	Chr5	R1	2
18	18	2561412	2698754	28	52	12	378	Chr5	R1	1
19	19	2704852	2845515	27	65	19	351	Chr5	R1	2
20	20	2925437	2992486	8	8	0	28	Chr5	R1	1
21	21	3000597	3149900	22	34	6	231	Chr5	R1	1
22	22	3151377	3292740	22	26	2	231	Chr5	R1	1
23	23	3313604	3426620	18	30	6	153	Chr5	R1	1
24	24	3468228	3595497	7	7	0	21	Chr5	R1	1
25	25	3601590	3747799	26	40	7	325	Chr5	R1	1
26	26	3750435	3893232	37	57	10	666	Chr5	R1	1
27	27	3900008	4049565	28	34	3	378	Chr5	R1	1
28	28	4053033	4169664	23	35	6	253	Chr5	R1	1
29	29	4300342	4346862	17	17	0	136	Chr5	R1	1
30	30	4361642	4499603	36	52	8	630	Chr5	R1	1
31	31	4500816	4648272	22	38	8	231	Chr5	R1	1
32	32	4663214	4797953	18	26	4	153	Chr5	R1	1
33	33	4800865	4932963	22	30	4	231	Chr5	R1	1
34	34	4958696	5095103	19	19	0	171	Chr5	R1	1
35	35	5103757	5240965	32	40	4	496	Chr5	R1	1
36	36	5256767	5397655	27	43	8	351	Chr5	R1	1
37	37	5405512	5549720	23	33	5	253	Chr5	R1	1
38	38	5557454	5644793	15	15	0	105	Chr5	R1	1
39	39	5706574	5840379	16	18	1	120	Chr5	R1	1
40	40	5869385	5999191	22	34	6	231	Chr5	R1	1
41	41	6005196	6132882	10	14	2	45	Chr5	R1	1
42	42	6162216	6290923	19	21	1	171	Chr5	R1	1
43	43	6304588	6439846	19	21	1	171	Chr5	R1	1
44	44	6451685	6585039	38	108	35	703	Chr5	R1	2
45	45	6612413	6747199	21	27	3	210	Chr5	R1	1
46	46	6765560	6899140	28	44	8	378	Chr5	R1	1
47	47	6906976	7048652	9	9	0	36	Chr5	R1	1
48	48	7059548	7178408	13	15	1	78	Chr5	R1	1
49	49	7208126	7342990	21	43	11	210	Chr5	R1	2
50	50	7406318	7499783	19	31	6	171	Chr5	R1	1
51	51	7507499	7649073	19	29	5	171	Chr5	R1	1
52	52	7651245	7788065	24	28	2	276	Chr5	R1	1
53	53	7800815	7930254	10	14	2	45	Chr5	R1	1
54	54	7955335	8086170	17	17	0	136	Chr5	R1	1
55	55	8105760	8244887	26	34	4	325	Chr5	R1	1
56	56	8250440	8399685	19	27	4	171	Chr5	R1	1
57	57	8411105	8546490	19	21	1	171	Chr5	R1	1
58	58	8550165	8694148	27	37	5	351	Chr5	R1	1
59	59	8703796	8849631	22	36	7	231	Chr5	R1	1
60	60	8850757	8999421	15	15	0	105	Chr5	R1	1
61	61	9000163	9070254	11	13	1	55	Chr5	R1	1
62	62	9266966	9268129	2	2	0	1	Chr5	R1	1
63	63	9300643	9446446	22	30	4	231	Chr5	R1	1
64	64	9450440	9579636	22	38	8	231	Chr5	R1	1
65	65	9620762	9735062	21	33	6	210	Chr5	R1	1
66	66	9761761	9890746	22	24	1	231	Chr5	R1	1
67	67	9906212	10038025	18	20	1	153	Chr5	R1	1
68	68	10062588	10198121	18	26	4	153	Chr5	R1	1
69	69	10202179	10339654	14	16	1	91	Chr5	R1	1
70	70	10350981	10484161	12	22	5	66	Chr5	R1	1
71	71	10502290	10643592	36	52	8	630	Chr5	R1	1
72	72	10658912	10790222	22	26	2	231	Chr5	R1	1
73	73	10811018	10907104	19	23	2	171	Chr5	R1	1
74	74	10953814	11097869	20	30	5	190	Chr5	R1	1
75	75	11102211	11245105	22	32	5	231	Chr5	R1	1
76	76	11283358	11395011	24	34	5	276	Chr5	R1	1
77	77	11402278	11543359	20	22	1	190	Chr5	R1	1
78	78	11554862	11675539	10	16	3	45	Chr5	R1	1
79	79	11702302	11848509	12	14	1	66	Chr5	R1	1
80	80	11852079	11991516	35	53	9	595	Chr5	R1	1
81	81	12004069	12137732	24	34	5	276	Chr5	R1	1
82	82	12151283	12298598	27	41	7	351	Chr5	R1	1
83	83	12307070	12436379	27	49	11	351	Chr5	R1	1
84	84	12453903	12598035	22	22	0	231	Chr5	R1	1
