X	Bin	BpMin	BpMax	Total	Hits	RealHits	MaxHits	Chr	Pop	Colour
1	1	13830	149921	27	85	29	351	Chr4	R1	2
2	2	154956	297005	17	45	14	136	Chr4	R1	2
3	3	302929	449893	35	85	25	595	Chr4	R1	2
4	4	450997	599998	43	391	174	903	Chr4	R1	2
5	5	600687	746405	42	142	50	861	Chr4	R1	2
6	6	751851	898433	47	105	29	1081	Chr4	R1	2
7	7	902013	1049584	36	46	5	630	Chr4	R1	1
8	8	1050148	1198030	32	42	5	496	Chr4	R1	1
9	9	1205867	1345467	27	35	4	351	Chr4	R1	1
10	10	1350950	1498725	23	27	2	253	Chr4	R1	1
11	11	1503543	1649946	14	18	2	91	Chr4	R1	1
12	12	1655313	1798584	33	53	10	528	Chr4	R1	1
13	13	1819223	1947109	29	35	3	406	Chr4	R1	1
14	14	1964379	2097561	23	25	1	253	Chr4	R1	1
15	15	2105605	2249588	23	35	6	253	Chr4	R1	1
16	16	2252092	2398112	29	37	4	406	Chr4	R1	1
17	17	2401932	2543885	23	43	10	253	Chr4	R1	1
18	18	2559117	2690937	29	37	4	406	Chr4	R1	1
19	19	2708350	2842687	28	54	13	378	Chr4	R1	2
20	20	2851353	2981982	15	19	2	105	Chr4	R1	1
21	21	3002963	3145371	28	34	3	378	Chr4	R1	1
22	22	3160922	3286288	19	25	3	171	Chr4	R1	1
23	23	3307683	3438573	17	19	1	136	Chr4	R1	1
24	24	3474124	3599125	26	96	35	325	Chr4	R1	2
25	25	3609183	3731021	12	14	1	66	Chr4	R1	1
26	26	3762960	3883478	21	35	7	210	Chr4	R1	1
27	27	3902557	4031785	22	24	1	231	Chr4	R1	1
28	28	4058352	4193476	32	120	44	496	Chr4	R1	2
29	29	4203043	4341232	19	25	3	171	Chr4	R1	1
30	30	4352163	4497908	21	37	8	210	Chr4	R1	1
31	31	4502938	4647039	17	21	2	136	Chr4	R1	1
32	32	4658516	4795960	32	60	14	496	Chr4	R1	2
33	33	4803379	4949511	37	63	13	666	Chr4	R1	1
34	34	4953707	5099242	14	16	1	91	Chr4	R1	1
35	35	5123414	5248272	21	23	1	210	Chr4	R1	1
36	36	5251153	5364824	23	29	3	253	Chr4	R1	1
37	37	5403100	5548370	36	58	11	630	Chr4	R1	1
38	38	5550966	5686440	33	49	8	528	Chr4	R1	1
39	39	5701358	5840329	24	26	1	276	Chr4	R1	1
40	40	5860455	5976643	13	19	3	78	Chr4	R1	1
41	41	6001489	6129563	18	20	1	153	Chr4	R1	1
42	42	6151402	6294304	26	32	3	325	Chr4	R1	1
43	43	6314607	6438471	18	18	0	153	Chr4	R1	1
44	44	6480656	6587067	18	22	2	153	Chr4	R1	1
45	45	6613718	6735883	15	15	0	105	Chr4	R1	1
46	46	6752179	6893594	24	42	9	276	Chr4	R1	1
47	47	6900966	7041727	27	39	6	351	Chr4	R1	1
48	48	7052991	7197388	20	20	0	190	Chr4	R1	1
49	49	7204914	7346851	35	49	7	595	Chr4	R1	1
50	50	7352243	7495509	27	39	6	351	Chr4	R1	1
51	51	7510288	7639948	26	38	6	325	Chr4	R1	1
52	52	7651688	7795427	25	35	5	300	Chr4	R1	1
53	53	7803078	7945323	27	43	8	351	Chr4	R1	1
54	54	7969326	8097155	33	41	4	528	Chr4	R1	1
55	55	8102624	8218287	19	39	10	171	Chr4	R1	1
56	56	8260149	8395687	34	38	2	561	Chr4	R1	1
57	57	8400447	8547162	23	35	6	253	Chr4	R1	1
58	58	8560640	8691144	18	26	4	153	Chr4	R1	1
59	59	8703702	8847155	27	31	2	351	Chr4	R1	1
60	60	8871783	8995423	16	24	4	120	Chr4	R1	1
61	61	9001621	9130050	21	27	3	210	Chr4	R1	1
62	62	9161522	9298652	25	35	5	300	Chr4	R1	1
63	63	9304710	9446265	25	27	1	300	Chr4	R1	1
64	64	9451125	9595344	30	42	6	435	Chr4	R1	1
65	65	9603964	9739578	25	51	13	300	Chr4	R1	2
66	66	9764464	9896935	16	26	5	120	Chr4	R1	1
67	67	9908405	10049565	42	80	19	861	Chr4	R1	2
68	68	10053755	10191599	32	42	5	496	Chr4	R1	1
69	69	10202349	10349410	19	23	2	171	Chr4	R1	1
70	70	10353346	10472488	28	36	4	378	Chr4	R1	1
71	71	10506897	10649381	16	16	0	120	Chr4	R1	1
72	72	10651635	10798381	15	21	3	105	Chr4	R1	1
73	73	10800338	10943757	26	36	5	325	Chr4	R1	1
74	74	10981800	11099537	18	22	2	153	Chr4	R1	1
75	75	11100903	11243355	21	31	5	210	Chr4	R1	1
76	76	11254049	11388713	26	32	3	325	Chr4	R1	1
77	77	11401186	11547399	30	44	7	435	Chr4	R1	1
78	78	11555459	11699737	26	36	5	325	Chr4	R1	1
79	79	11700030	11849213	30	50	10	435	Chr4	R1	1
80	80	11850191	11996153	31	35	2	465	Chr4	R1	1
81	81	12001868	12145346	22	26	2	231	Chr4	R1	1
82	82	12163161	12287196	23	31	4	253	Chr4	R1	1
83	83	12306272	12440307	33	71	19	528	Chr4	R1	2
84	84	12450116	12553532	11	13	1	55	Chr4	R1	1
85	85	12606259	12740980	16	18	1	120	Chr4	R1	1
86	86	12758016	12899329	17	17	0	136	Chr4	R1	1
87	87	12902341	13037863	26	42	8	325	Chr4	R1	1
88	88	13063868	13197351	30	40	5	435	Chr4	R1	1
89	89	13200046	13330668	12	16	2	66	Chr4	R1	1
90	90	13398403	13448680	11	15	2	55	Chr4	R1	1
91	91	13597841	13647157	15	23	4	105	Chr4	R1	1
92	92	13668094	13795822	16	20	2	120	Chr4	R1	1
93	93	13820986	13941490	19	27	4	171	Chr4	R1	1
94	94	13959445	14097443	24	30	3	276	Chr4	R1	1
95	95	14105155	14205588	25	29	2	300	Chr4	R1	1
96	96	14272757	14398007	32	40	4	496	Chr4	R1	1
97	97	14409435	14542124	29	37	4	406	Chr4	R1	1
98	98	14574531	14697314	17	21	2	136	Chr4	R1	1
99	99	14711992	14840397	22	40	9	231	Chr4	R1	1
100	100	14857630	14997635	27	41	7	351	Chr4	R1	1
101	101	15009296	15146613	22	42	10	231	Chr4	R1	1
102	102	15150023	15299287	24	34	5	276	Chr4	R1	1
103	103	15308997	15448449	23	41	9	253	Chr4	R1	1
104	104	15458799	15599189	20	24	2	190	Chr4	R1	1
105	105	15615678	15723323	21	31	5	210	Chr4	R1	1
106	106	15789713	15899846	21	27	3	210	Chr4	R1	1
107	107	15900729	16040989	31	35	2	465	Chr4	R1	1
108	108	16076534	16181113	17	23	3	136	Chr4	R1	1
109	109	16208533	16333455	13	15	1	78	Chr4	R1	1
110	110	16353842	16497873	13	15	1	78	Chr4	R1	1
111	111	16500171	16641333	38	70	16	703	Chr4	R1	2
